# filename          timestamp[s]         [exposuretime[ms]]
1520504428097912541 1520504428.097912541 1.711719
1520504428147914541 1520504428.147914541 1.711719
1520504428197916541 1520504428.197916541 1.711719
1520504428247917541 1520504428.247917541 1.711719
1520504428297900524 1520504428.297900524 1.673684
1520504428347901524 1520504428.347901524 1.673684
1520504428397903524 1520504428.397903524 1.673684
1520504428447904524 1520504428.447904524 1.673684
1520504428497905524 1520504428.497905524 1.673684
1520504428547907524 1520504428.547907524 1.673684
1520504428597909524 1520504428.597909524 1.673684
1520504428647910524 1520504428.647910524 1.673684
1520504428697911190 1520504428.697911190 1.671017
1520504428747932190 1520504428.747932190 1.671017
1520504428797914190 1520504428.797914190 1.671017
1520504428847915190 1520504428.847915190 1.671017
1520504428897917190 1520504428.897917190 1.671017
1520504428947918190 1520504428.947918190 1.671017
1520504428997920190 1520504428.997920190 1.671017
1520504429047921190 1520504429.047921190 1.671017
1520504429097934348 1520504429.097934348 1.693333
1520504429147936348 1520504429.147936348 1.693333
1520504429197937348 1520504429.197937348 1.693333
1520504429247939348 1520504429.247939348 1.693333
1520504429297940348 1520504429.297940348 1.693333
1520504429347942348 1520504429.347942348 1.693333
1520504429397943348 1520504429.397943348 1.693333
1520504429447945348 1520504429.447945348 1.693333
1520504429497975208 1520504429.497975208 1.749052
1520504429547976208 1520504429.547976208 1.749052
1520504429597978208 1520504429.597978208 1.749052
1520504429647979208 1520504429.647979208 1.749052
1520504429697982208 1520504429.697982208 1.749052
1520504429747983208 1520504429.747983208 1.749052
1520504429797984208 1520504429.797984208 1.749052
1520504429847986208 1520504429.847986208 1.749052
1520504429898010804 1520504429.898010804 1.794245
1520504429948011804 1520504429.948011804 1.794245
1520504429998012804 1520504429.998012804 1.794245
1520504430048014804 1520504430.048014804 1.794245
1520504430098016804 1520504430.098016804 1.794245
1520504430148017804 1520504430.148017804 1.794245
1520504430198023804 1520504430.198023804 1.794245
1520504430248020804 1520504430.248020804 1.794245
1520504430298014173 1520504430.298014173 1.776982
1520504430348061173 1520504430.348061173 1.776982
1520504430398017173 1520504430.398017173 1.776982
1520504430448018173 1520504430.448018173 1.776982
1520504430498020173 1520504430.498020173 1.776982
1520504430548021173 1520504430.548021173 1.776982
1520504430598023173 1520504430.598023173 1.776982
1520504430648024173 1520504430.648024173 1.776982
1520504430698026173 1520504430.698026173 1.776982
1520504430748059752 1520504430.748059752 1.84014
1520504430798060752 1520504430.798060752 1.84014
1520504430848062752 1520504430.848062752 1.84014
1520504430898063752 1520504430.898063752 1.84014
1520504430948065752 1520504430.948065752 1.84014
1520504430998067752 1520504430.998067752 1.84014
1520504431048068752 1520504431.048068752 1.84014
1520504431098069752 1520504431.098069752 1.84014
1520504431148089646 1520504431.148089646 1.875929
1520504431198091646 1520504431.198091646 1.875929
1520504431248092646 1520504431.248092646 1.875929
1520504431298094646 1520504431.298094646 1.875929
1520504431348096646 1520504431.348096646 1.875929
1520504431398097646 1520504431.398097646 1.875929
1520504431448099646 1520504431.448099646 1.875929
1520504431498100646 1520504431.498100646 1.875929
1520504431548118576 1520504431.548118576 1.907789
1520504431598119576 1520504431.598119576 1.907789
1520504431648121576 1520504431.648121576 1.907789
1520504431698122576 1520504431.698122576 1.907789
1520504431748127576 1520504431.748127576 1.907789
1520504431798126576 1520504431.798126576 1.907789
1520504431848127576 1520504431.848127576 1.907789
1520504431898129576 1520504431.898129576 1.907789
1520504431948204787 1520504431.948204787 1.91621
1520504431998136787 1520504431.998136787 1.91621
1520504432048137787 1520504432.048137787 1.91621
1520504432098139787 1520504432.098139787 1.91621
1520504432148140787 1520504432.148140787 1.91621
1520504432198142787 1520504432.198142787 1.91621
1520504432248143787 1520504432.248143787 1.91621
1520504432298145787 1520504432.298145787 1.91621
1520504432348086453 1520504432.348086453 1.793543
1520504432398087453 1520504432.398087453 1.793543
1520504432448089453 1520504432.448089453 1.793543
1520504432498090453 1520504432.498090453 1.793543
1520504432548092453 1520504432.548092453 1.793543
1520504432598093453 1520504432.598093453 1.793543
1520504432648095453 1520504432.648095453 1.793543
1520504432698096453 1520504432.698096453 1.793543
1520504432748047997 1520504432.748047997 1.692631
1520504432798049997 1520504432.798049997 1.692631
1520504432848050997 1520504432.848050997 1.692631
1520504432898052997 1520504432.898052997 1.692631
1520504432948054997 1520504432.948054997 1.692631
1520504432998055997 1520504432.998055997 1.692631
1520504433048057997 1520504433.048057997 1.692631
1520504433098058997 1520504433.098058997 1.692631
1520504433148060997 1520504433.148060997 1.692631
1520504433198063541 1520504433.198063541 1.695719
1520504433248065541 1520504433.248065541 1.695719
1520504433298066541 1520504433.298066541 1.695719
1520504433348068541 1520504433.348068541 1.695719
1520504433398070541 1520504433.398070541 1.695719
1520504433448071541 1520504433.448071541 1.695719
1520504433498073541 1520504433.498073541 1.695719
1520504433548167541 1520504433.548167541 1.695719
1520504433598078997 1520504433.598078997 1.700631
1520504433648079997 1520504433.648079997 1.700631
1520504433698081997 1520504433.698081997 1.700631
1520504433748082997 1520504433.748082997 1.700631
1520504433798084997 1520504433.798084997 1.700631
1520504433848085997 1520504433.848085997 1.700631
1520504433898087997 1520504433.898087997 1.700631
1520504433948089997 1520504433.948089997 1.700631
1520504433998079489 1520504433.998079489 1.677614
1520504434048081489 1520504434.048081489 1.677614
1520504434098082489 1520504434.098082489 1.677614
1520504434148084489 1520504434.148084489 1.677614
1520504434198086489 1520504434.198086489 1.677614
1520504434248087489 1520504434.248087489 1.677614
1520504434298088489 1520504434.298088489 1.677614
1520504434348090489 1520504434.348090489 1.677614
1520504434398078524 1520504434.398078524 1.649684
1520504434448079524 1520504434.448079524 1.649684
1520504434498081524 1520504434.498081524 1.649684
1520504434548083524 1520504434.548083524 1.649684
1520504434598084524 1520504434.598084524 1.649684
1520504434648086524 1520504434.648086524 1.649684
1520504434698087524 1520504434.698087524 1.649684
1520504434748089524 1520504434.748089524 1.649684
1520504434798099366 1520504434.798099366 1.667368
1520504434848101366 1520504434.848101366 1.667368
1520504434898102366 1520504434.898102366 1.667368
1520504434948104366 1520504434.948104366 1.667368
1520504434998105366 1520504434.998105366 1.667368
1520504435048107366 1520504435.048107366 1.667368
1520504435098109366 1520504435.098109366 1.667368
1520504435148110366 1520504435.148110366 1.667368
1520504435198112366 1520504435.198112366 1.667368
1520504435248146418 1520504435.248146418 1.733473
1520504435298148418 1520504435.298148418 1.733473
1520504435348149418 1520504435.348149418 1.733473
1520504435398151418 1520504435.398151418 1.733473
1520504435448152418 1520504435.448152418 1.733473
1520504435498154418 1520504435.498154418 1.733473
1520504435548156418 1520504435.548156418 1.733473
1520504435598157418 1520504435.598157418 1.733473
1520504435648160471 1520504435.648160471 1.735578
1520504435698161471 1520504435.698161471 1.735578
1520504435748163471 1520504435.748163471 1.735578
1520504435798164471 1520504435.798164471 1.735578
1520504435848166471 1520504435.848166471 1.735578
1520504435898167471 1520504435.898167471 1.735578
1520504435948169471 1520504435.948169471 1.735578
1520504435998171471 1520504435.998171471 1.735578
1520504436048174646 1520504436.048174646 1.739929
1520504436098176646 1520504436.098176646 1.739929
1520504436148178646 1520504436.148178646 1.739929
1520504436198179646 1520504436.198179646 1.739929
1520504436248181646 1520504436.248181646 1.739929
1520504436298182646 1520504436.298182646 1.739929
1520504436348184646 1520504436.348184646 1.739929
