# filename          timestamp[s]         [exposuretime[ms]]
1520616230457034076 1520616230.457034076 1.561684
1520616230507035076 1520616230.507035076 1.561684
1520616230557031251 1520616230.557031251 1.550035
1520616230607032251 1520616230.607032251 1.550035
1520616230657034251 1520616230.657034251 1.550035
1520616230707036251 1520616230.707036251 1.550035
1520616230757037251 1520616230.757037251 1.550035
1520616230807040251 1520616230.807040251 1.550035
1520616230857041251 1520616230.857041251 1.550035
1520616230907042251 1520616230.907042251 1.550035
1520616230957044251 1520616230.957044251 1.550035
1520616231007050795 1520616231.007050795 1.561122
1520616231057052795 1520616231.057052795 1.561122
1520616231107053795 1520616231.107053795 1.561122
1520616231157055795 1520616231.157055795 1.561122
1520616231207056795 1520616231.207056795 1.561122
1520616231257058795 1520616231.257058795 1.561122
1520616231307059795 1520616231.307059795 1.561122
1520616231357061795 1520616231.357061795 1.561122
1520616231407145567 1520616231.407145567 1.650666
1520616231457109567 1520616231.457109567 1.650666
1520616231507111567 1520616231.507111567 1.650666
1520616231557112567 1520616231.557112567 1.650666
1520616231607114567 1520616231.607114567 1.650666
1520616231657115567 1520616231.657115567 1.650666
1520616231707117567 1520616231.707117567 1.650666
1520616231757118567 1520616231.757118567 1.650666
1520616231807150251 1520616231.807150251 1.710035
1520616231857152251 1520616231.857152251 1.710035
1520616231907153251 1520616231.907153251 1.710035
1520616231957155251 1520616231.957155251 1.710035
1520616232007156251 1520616232.007156251 1.710035
1520616232057158251 1520616232.057158251 1.710035
1520616232107159251 1520616232.107159251 1.710035
1520616232157161251 1520616232.157161251 1.710035
1520616232207166812 1520616232.207166812 1.719157
1520616232257168812 1520616232.257168812 1.719157
1520616232307170812 1520616232.307170812 1.719157
1520616232357172812 1520616232.357172812 1.719157
1520616232407173812 1520616232.407173812 1.719157
1520616232457175812 1520616232.457175812 1.719157
1520616232507176812 1520616232.507176812 1.719157
1520616232557178812 1520616232.557178812 1.719157
1520616232607168234 1520616232.607168234 1.696
1520616232657170234 1520616232.657170234 1.696
1520616232707171234 1520616232.707171234 1.696
1520616232757173234 1520616232.757173234 1.696
1520616232807175234 1520616232.807175234 1.696
1520616232857176234 1520616232.857176234 1.696
1520616232907178234 1520616232.907178234 1.696
1520616232957179234 1520616232.957179234 1.696
1520616233007142286 1520616233.007142286 1.618105
1520616233057143286 1520616233.057143286 1.618105
1520616233107145286 1520616233.107145286 1.618105
1520616233157146286 1520616233.157146286 1.618105
1520616233207148286 1520616233.207148286 1.618105
1520616233257149286 1520616233.257149286 1.618105
1520616233307151286 1520616233.307151286 1.618105
1520616233357152286 1520616233.357152286 1.618105
1520616233407154286 1520616233.407154286 1.618105
1520616233457151795 1520616233.457151795 1.609122
1520616233507152795 1520616233.507152795 1.609122
1520616233557154795 1520616233.557154795 1.609122
1520616233607155795 1520616233.607155795 1.609122
1520616233657157795 1520616233.657157795 1.609122
