# filename          timestamp[s]         [exposuretime[ms]]
1520429891550222073 1520429891.550222073 1.572912
1520429891600223073 1520429891.600223073 1.572912
1520429891650225073 1520429891.650225073 1.572912
1520429891700226073 1520429891.700226073 1.572912
1520429891750225757 1520429891.750225757 1.56828
1520429891800227757 1520429891.800227757 1.56828
1520429891850228757 1520429891.850228757 1.56828
1520429891900230757 1520429891.900230757 1.56828
1520429891950231757 1520429891.950231757 1.56828
1520429892000233757 1520429892.000233757 1.56828
1520429892050234757 1520429892.050234757 1.56828
1520429892100237757 1520429892.100237757 1.56828
1520429892150236441 1520429892.150236441 1.563649
1520429892200237441 1520429892.200237441 1.563649
1520429892250239441 1520429892.250239441 1.563649
1520429892300240441 1520429892.300240441 1.563649
1520429892350243441 1520429892.350243441 1.563649
1520429892400244441 1520429892.400244441 1.563649
1520429892450245441 1520429892.450245441 1.563649
1520429892500247441 1520429892.500247441 1.563649
1520429892550248441 1520429892.550248441 1.563649
1520429892600246581 1520429892.600246581 1.555929
1520429892650328581 1520429892.650328581 1.555929
1520429892700249581 1520429892.700249581 1.555929
1520429892750250581 1520429892.750250581 1.555929
1520429892800252581 1520429892.800252581 1.555929
1520429892850253581 1520429892.850253581 1.555929
1520429892900255581 1520429892.900255581 1.555929
1520429892950256581 1520429892.950256581 1.555929
1520429893000258371 1520429893.000258371 1.555508
1520429893050259371 1520429893.050259371 1.555508
1520429893100261371 1520429893.100261371 1.555508
1520429893150263371 1520429893.150263371 1.555508
1520429893200264371 1520429893.200264371 1.555508
1520429893250266371 1520429893.250266371 1.555508
1520429893300267371 1520429893.300267371 1.555508
1520429893350269371 1520429893.350269371 1.555508
1520429893400244617 1520429893.400244617 1.504
1520429893450246617 1520429893.450246617 1.504
1520429893500248617 1520429893.500248617 1.504
1520429893550249617 1520429893.550249617 1.504
1520429893600251617 1520429893.600251617 1.504
1520429893650253617 1520429893.650253617 1.504
1520429893700254617 1520429893.700254617 1.504
1520429893750256617 1520429893.750256617 1.504
1520429893800252581 1520429893.800252581 1.491929
1520429893850253581 1520429893.850253581 1.491929
1520429893900255581 1520429893.900255581 1.491929
1520429893950256581 1520429893.950256581 1.491929
1520429894000258581 1520429894.000258581 1.491929
1520429894050262581 1520429894.050262581 1.491929
1520429894100261581 1520429894.100261581 1.491929
1520429894150262581 1520429894.150262581 1.491929
1520429894200310897 1520429894.200310897 1.584561
1520429894250389897 1520429894.250389897 1.584561
1520429894300313897 1520429894.300313897 1.584561
1520429894350314897 1520429894.350314897 1.584561
1520429894400316897 1520429894.400316897 1.584561
1520429894450317897 1520429894.450317897 1.584561
1520429894500319897 1520429894.500319897 1.584561
1520429894550320897 1520429894.550320897 1.584561
1520429894600338406 1520429894.600338406 1.615578
1520429894650339406 1520429894.650339406 1.615578
1520429894700341406 1520429894.700341406 1.615578
1520429894750343406 1520429894.750343406 1.615578
1520429894800344406 1520429894.800344406 1.615578
1520429894850346406 1520429894.850346406 1.615578
1520429894900347406 1520429894.900347406 1.615578
1520429894950349406 1520429894.950349406 1.615578
1520429895000350406 1520429895.000350406 1.615578
1520429895050348125 1520429895.050348125 1.607017
1520429895100350125 1520429895.100350125 1.607017
1520429895150351125 1520429895.150351125 1.607017
1520429895200354125 1520429895.200354125 1.607017
1520429895250355125 1520429895.250355125 1.607017
1520429895300356125 1520429895.300356125 1.607017
1520429895350358125 1520429895.350358125 1.607017
1520429895400360125 1520429895.400360125 1.607017
1520429895450353055 1520429895.450353055 1.590877
1520429895500354055 1520429895.500354055 1.590877
1520429895550357055 1520429895.550357055 1.590877
1520429895600357055 1520429895.600357055 1.590877
1520429895650362055 1520429895.650362055 1.590877
1520429895700361055 1520429895.700361055 1.590877
1520429895750362055 1520429895.750362055 1.590877
1520429895800364055 1520429895.800364055 1.590877
1520429895850442722 1520429895.850442722 1.59621
1520429895900369722 1520429895.900369722 1.59621
1520429895950370722 1520429895.950370722 1.59621
1520429896000372722 1520429896.000372722 1.59621
1520429896050373722 1520429896.050373722 1.59621
1520429896100375722 1520429896.100375722 1.59621
1520429896150376722 1520429896.150376722 1.59621
1520429896200378722 1520429896.200378722 1.59621
1520429896250362459 1520429896.250362459 1.561684
1520429896300364459 1520429896.300364459 1.561684
1520429896350366459 1520429896.350366459 1.561684
1520429896400367459 1520429896.400367459 1.561684
1520429896450369459 1520429896.450369459 1.561684
1520429896500370459 1520429896.500370459 1.561684
1520429896550372459 1520429896.550372459 1.561684
1520429896600373459 1520429896.600373459 1.561684
1520429896650370897 1520429896.650370897 1.552561
1520429896700372897 1520429896.700372897 1.552561
1520429896750374897 1520429896.750374897 1.552561
1520429896800375897 1520429896.800375897 1.552561
1520429896850377897 1520429896.850377897 1.552561
1520429896900378897 1520429896.900378897 1.552561
1520429896950380897 1520429896.950380897 1.552561
1520429897000381897 1520429897.000381897 1.552561
1520429897050385652 1520429897.050385652 1.55607
1520429897100386652 1520429897.100386652 1.55607
1520429897150388652 1520429897.150388652 1.55607
1520429897200389652 1520429897.200389652 1.55607
1520429897250394652 1520429897.250394652 1.55607
1520429897300392652 1520429897.300392652 1.55607
1520429897350396652 1520429897.350396652 1.55607
1520429897400395652 1520429897.400395652 1.55607
1520429897450469652 1520429897.450469652 1.55607
1520429897500360634 1520429897.500360634 1.478035
1520429897550361634 1520429897.550361634 1.478035
1520429897600363634 1520429897.600363634 1.478035
1520429897650364634 1520429897.650364634 1.478035
1520429897700366634 1520429897.700366634 1.478035
1520429897750367634 1520429897.750367634 1.478035
1520429897800369634 1520429897.800369634 1.478035
1520429897850370634 1520429897.850370634 1.478035
1520429897900396634 1520429897.900396634 1.526035
1520429897950398634 1520429897.950398634 1.526035
1520429898000399634 1520429898.000399634 1.526035
1520429898050401634 1520429898.050401634 1.526035
1520429898100402634 1520429898.100402634 1.526035
1520429898150404634 1520429898.150404634 1.526035
1520429898200405634 1520429898.200405634 1.526035
1520429898250407634 1520429898.250407634 1.526035
1520429898300411739 1520429898.300411739 1.530245
1520429898350412739 1520429898.350412739 1.530245
1520429898400414739 1520429898.400414739 1.530245
1520429898450416739 1520429898.450416739 1.530245
1520429898500417739 1520429898.500417739 1.530245
1520429898550419739 1520429898.550419739 1.530245
1520429898600421739 1520429898.600421739 1.530245
1520429898650422739 1520429898.650422739 1.530245
1520429898700494353 1520429898.700494353 1.669473
1520429898750495353 1520429898.750495353 1.669473
1520429898800496353 1520429898.800496353 1.669473
1520429898850498353 1520429898.850498353 1.669473
1520429898900500353 1520429898.900500353 1.669473
1520429898950501353 1520429898.950501353 1.669473
1520429899000503353 1520429899.000503353 1.669473
1520429899050572353 1520429899.050572353 1.669473
1520429899100389581 1520429899.100389581 1.435929
1520429899150390581 1520429899.150390581 1.435929
1520429899200392581 1520429899.200392581 1.435929
1520429899250393581 1520429899.250393581 1.435929
1520429899300395581 1520429899.300395581 1.435929
1520429899350396581 1520429899.350396581 1.435929
1520429899400398581 1520429899.400398581 1.435929
1520429899450399581 1520429899.450399581 1.435929
1520429899500401581 1520429899.500401581 1.435929
1520429899550297406 1520429899.550297406 1.223578
1520429899600298406 1520429899.600298406 1.223578
1520429899650300406 1520429899.650300406 1.223578
1520429899700301406 1520429899.700301406 1.223578
1520429899750303406 1520429899.750303406 1.223578
1520429899800304406 1520429899.800304406 1.223578
1520429899850306406 1520429899.850306406 1.223578
1520429899900308406 1520429899.900308406 1.223578
1520429899950536985 1520429899.950536985 1.678736
1520429900000538985 1520429900.000538985 1.678736
1520429900050540985 1520429900.050540985 1.678736
1520429900100541985 1520429900.100541985 1.678736
1520429900150543985 1520429900.150543985 1.678736
1520429900200544985 1520429900.200544985 1.678736
1520429900250546985 1520429900.250546985 1.678736
1520429900300547985 1520429900.300547985 1.678736
1520429900350755388 1520429900.350755388 2.089543
1520429900400756388 1520429900.400756388 2.089543
1520429900450758388 1520429900.450758388 2.089543
1520429900500759388 1520429900.500759388 2.089543
1520429900550761388 1520429900.550761388 2.089543
1520429900600763388 1520429900.600763388 2.089543
1520429900650828388 1520429900.650828388 2.089543
1520429900700766388 1520429900.700766388 2.089543
1520429900750358967 1520429900.750358967 1.272701
1520429900800360967 1520429900.800360967 1.272701
1520429900850361967 1520429900.850361967 1.272701
1520429900900363967 1520429900.900363967 1.272701
1520429900950364967 1520429900.950364967 1.272701
1520429901000366967 1520429901.000366967 1.272701
1520429901050368967 1520429901.050368967 1.272701
1520429901100369967 1520429901.100369967 1.272701
1520429901150285090 1520429901.150285090 1.098947
1520429901200286090 1520429901.200286090 1.098947
1520429901250288090 1520429901.250288090 1.098947
1520429901300289090 1520429901.300289090 1.098947
1520429901350291090 1520429901.350291090 1.098947
1520429901400292090 1520429901.400292090 1.098947
1520429901450294090 1520429901.450294090 1.098947
1520429901500296090 1520429901.500296090 1.098947
1520429901550453090 1520429901.550453090 1.410947
1520429901600456090 1520429901.600456090 1.410947
1520429901650457090 1520429901.650457090 1.410947
